2.970250000000000390e-01,9.838656100000002791e-01,-2.970250000000000390e-01
3.025000000000000466e-01,9.800999999999995271e-01,-3.025000000000000466e-01
3.080250000000000488e-01,9.759464100000001530e-01,-3.080250000000000488e-01
3.136000000000000454e-01,9.714073599999997199e-01,-3.136000000000000454e-01
3.192250000000000920e-01,9.664856099999998840e-01,-3.192250000000000920e-01
3.249000000000000776e-01,9.611841600000003982e-01,-3.249000000000000776e-01
3.306250000000000577e-01,9.555062500000000014e-01,-3.306250000000000577e-01
3.363999999999999768e-01,9.494553600000006366e-01,-3.363999999999999768e-01
3.422249999999999459e-01,9.430352099999996796e-01,-3.422249999999999459e-01
3.480999999999999650e-01,9.362497599999997089e-01,-3.480999999999999650e-01
3.540249999999999786e-01,9.291032100000000682e-01,-3.540249999999999786e-01
3.599999999999999867e-01,9.216000000000006409e-01,-3.599999999999999867e-01
3.660249999999999893e-01,9.137448099999998519e-01,-3.660249999999999893e-01
3.720999999999999863e-01,9.055425599999997743e-01,-3.720999999999999863e-01
3.782249999999999779e-01,8.969984100000001348e-01,-3.782249999999999779e-01
3.844000000000000195e-01,8.881177600000005334e-01,-3.844000000000000195e-01
3.906250000000000000e-01,8.789062500000000000e-01,-3.906250000000000000e-01
3.969000000000000306e-01,8.693697600000001025e-01,-3.969000000000000306e-01
4.032250000000000001e-01,8.595144099999991738e-01,-4.032250000000000001e-01
4.096000000000000196e-01,8.493465599999989735e-01,-4.096000000000000196e-01
4.160250000000000337e-01,8.388728099999998022e-01,-4.160250000000000337e-01
4.225000000000000422e-01,8.281000000000009464e-01,-4.225000000000000422e-01
4.290250000000000452e-01,8.170352100000011220e-01,-4.290250000000000452e-01
4.356000000000000427e-01,8.056857600000002506e-01,-4.356000000000000427e-01
4.422250000000000347e-01,7.940592099999990161e-01,-4.422250000000000347e-01
4.489000000000000767e-01,7.821633600000001962e-01,-4.489000000000000767e-01
4.556250000000000577e-01,7.700062500000002252e-01,-4.556250000000000577e-01
4.624000000000000887e-01,7.575961600000011842e-01,-4.624000000000000887e-01
4.692250000000000587e-01,7.449416099999992547e-01,-4.692250000000000587e-01
4.761000000000000787e-01,7.320513599999989296e-01,-4.761000000000000787e-01
4.830250000000000932e-01,7.189344099999992466e-01,-4.830250000000000932e-01
4.900000000000001021e-01,7.056000000000004491e-01,-4.900000000000001021e-01
4.970249999999999391e-01,6.920576099999991015e-01,-4.970249999999999391e-01
5.040999999999999925e-01,6.783169600000018562e-01,-5.040999999999999925e-01
5.112249999999999295e-01,6.643880099999996958e-01,-5.112249999999999295e-01
5.183999999999999719e-01,6.502809599999999080e-01,-5.183999999999999719e-01
5.256250000000000089e-01,6.360062500000003283e-01,-5.256250000000000089e-01
5.328999999999999293e-01,6.215745599999999982e-01,-5.328999999999999293e-01
5.402249999999999552e-01,6.069968099999991651e-01,-5.402249999999999552e-01
5.475999999999999757e-01,5.922841600000001705e-01,-5.475999999999999757e-01
5.550249999999999906e-01,5.774480100000003446e-01,-5.550249999999999906e-01
5.625000000000000000e-01,5.625000000000000000e-01,-5.625000000000000000e-01
5.700250000000000039e-01,5.474520100000006551e-01,-5.700250000000000039e-01
5.776000000000000023e-01,5.323161599999988169e-01,-5.776000000000000023e-01
5.852249999999999952e-01,5.171048099999993042e-01,-5.852249999999999952e-01
5.928999999999999826e-01,5.018305599999992594e-01,-5.928999999999999826e-01
6.006250000000000755e-01,4.865062499999996959e-01,-6.006250000000000755e-01
6.084000000000000519e-01,4.711449600000010562e-01,-6.084000000000000519e-01
6.162250000000000227e-01,4.557600100000005483e-01,-6.162250000000000227e-01
6.241000000000000991e-01,4.403649600000010267e-01,-6.241000000000000991e-01
6.320250000000000590e-01,4.249736099999985584e-01,-6.320250000000000590e-01
6.400000000000001243e-01,4.095999999999992980e-01,-6.400000000000001243e-01
6.480250000000000732e-01,3.942584099999981717e-01,-6.480250000000000732e-01
6.561000000000001275e-01,3.789633600000019698e-01,-6.561000000000001275e-01
6.642250000000000654e-01,3.637296100000009247e-01,-6.642250000000000654e-01
6.724000000000001087e-01,3.485721600000015741e-01,-6.724000000000001087e-01
6.806250000000001465e-01,3.335062499999992269e-01,-6.806250000000001465e-01
6.889000000000000679e-01,3.185473599999983918e-01,-6.889000000000000679e-01
6.972249999999999837e-01,3.037112100000021186e-01,-6.972249999999999837e-01
7.055999999999998940e-01,2.890137600000004525e-01,-7.055999999999998940e-01
7.140249999999999098e-01,2.744712099999979671e-01,-7.140249999999999098e-01
7.224999999999999201e-01,2.600999999999995538e-01,-7.224999999999999201e-01
7.310249999999999249e-01,2.459168100000006518e-01,-7.310249999999999249e-01
